"year","class","model","displ","trans","cyl","manufacturer","cty","hwy","eng.dscr","T","G","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l"
1984,1,"SPIDER VELOCE 2000",120,"manual(m5)",4,"ALFA ROMEO",23,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"BERTONE X1/9",91,"manual(m5)",4,"BERTONE",25,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CORVETTE",350,"auto(4)",8,"CHEVROLET",16,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CORVETTE",350,"manual(m4)",8,"CHEVROLET",16,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"300ZX",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",19,28,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",20,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",20,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",22,33,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"EXP",98,"auto(3)",4,"FORD MOTOR COMPANY",27,37," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"EXP",98,"manual(m5)",4,"FORD MOTOR COMPANY",27,41," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"EXP",98,"manual(m5)",4,"FORD MOTOR COMPANY",26,42,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CIVIC COUPE",82,"manual(m5)",4,"HONDA",51,67," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CIVIC COUPE",91,"auto(3)",4,"HONDA",32,42,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CIVIC COUPE",91,"manual(m5)",4,"HONDA",36,49,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"KENYON 5.0 CABRIO",303,"auto(3)",8,"KENYON CORPORATION OF AMERICA",16,23,"(GUZZLER) (FFS)",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"COUNTACH LP500S",290,"manual(m5)",12,"LAMBORGHINI OF NORTH AMERICA",12,18,"(GUZZLER) (FFS)",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"ESPRIT",132,"manual(m5)",4,"LOTUS",14,25,"(GUZZLER) (TURBO)",TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"RX-7",70,"auto(4)",2,"MAZDA",19,29," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"RX-7",70,"manual(m5)",2,"MAZDA",19,29," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"RX-7",80,"manual(m5)",2,"MAZDA",18,29,"(FFS) (ROTARY)",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"380SL",234,"auto(4)",8,"MERCEDES-BENZ",18,23,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"PININFARINA SPIDER",122,"auto(3)",4,"PININFARINA",22,29,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"PININFARINA SPIDER",122,"manual(m5)",4,"PININFARINA",25,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"FIERO",151,"auto(3)",4,"PONTIAC",27,40,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"FIERO",151,"manual(m4)",4,"PONTIAC",27,47,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"FIERO",151,"manual(m4)",4,"PONTIAC",26,40,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,2,"GTV6 2.5",152,"manual(m5)",6,"ALFA ROMEO",21,34,"(FFS) ",FALSE,FALSE,FALSE,74,7,NA,NA,NA,NA
1984,2,"AVANTI II",305,"auto(4)",8,"AVANTI MOTOR CORPORATION",17,29,"(FFS) ",FALSE,FALSE,FALSE,75,8,NA,NA,NA,NA
1984,2,"BITURBO",153,"manual(m5)",6,"MASERATI",15,25,"(GUZZLER) (TURBO)",TRUE,TRUE,FALSE,70,7,NA,NA,NA,NA
1984,2,"911SC",193,"manual(m5)",6,"PORSCHE",19,32,"(FFS) ",FALSE,FALSE,FALSE,56,4,NA,NA,NA,NA
1984,2,"928S",285,"auto(4)",8,"PORSCHE",17,25,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,74,8
1984,2,"928S",285,"manual(m5)",8,"PORSCHE",16,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,74,8
1984,2,"944",151,"auto(3)",4,"PORSCHE",21,29,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,2,"944",151,"manual(m5)",4,"PORSCHE",22,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,2,"STARLET",79,"manual(m4)",4,"TOYOTA",42,54,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,73,10
1984,2,"STARLET",79,"manual(m5)",4,"TOYOTA",44,57,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,73,10
1984,2,"RABBIT CONVERTIBLE",109,"auto(3)",4,"VOLKSWAGEN",25,32,"(FFS) ",FALSE,FALSE,FALSE,76,6,NA,NA,NA,NA
1984,2,"RABBIT CONVERTIBLE",109,"manual(m5)",4,"VOLKSWAGEN",27,36,"(FFS) ",FALSE,FALSE,FALSE,76,6,NA,NA,NA,NA
1984,3,"LAGONDA",326,"auto(3)",8,"ASTON MARTIN LAGONDA LTD",10,14,"(GUZZLER) ",FALSE,TRUE,FALSE,NA,NA,87,9,NA,NA
1984,3,"SALOON/VANTAGE/VOLANTE",326,"auto(3)",8,"ASTON MARTIN LAGONDA LTD",10,15,"(GUZZLER) ",FALSE,TRUE,FALSE,NA,NA,79,7,NA,NA
1984,3,"SALOON/VANTAGE/VOLANTE",326,"manual(m5)",8,"ASTON MARTIN LAGONDA LTD",9,13,"(GUZZLER) ",FALSE,TRUE,FALSE,NA,NA,79,7,NA,NA
1984,3,"COUPE GT",131,"auto(3)",5,"AUDI",19,27,"(FFS) ",FALSE,FALSE,FALSE,85,11,NA,NA,NA,NA
1984,3,"COUPE GT",131,"manual(m5)",5,"AUDI",22,33,"(FFS) ",FALSE,FALSE,FALSE,85,11,NA,NA,NA,NA
1984,3,"COUPE GT",136,"auto(3)",5,"AUDI",20,29,"(FFS) ",FALSE,FALSE,FALSE,85,11,NA,NA,NA,NA
1984,3,"COUPE GT",136,"manual(m5)",5,"AUDI",21,32,"(FFS) ",FALSE,FALSE,FALSE,85,11,NA,NA,NA,NA
1984,3,"QUATTRO",131,"manual(m5)",5,"AUDI",17,28,"(FFS,TRBO) ",TRUE,FALSE,FALSE,85,8,NA,NA,NA,NA
1984,3,"4000",109,"auto(3)",4,"AUDI",24,33,"(FFS) ",FALSE,FALSE,FALSE,87,12,86,12,NA,NA
1984,3,"4000",109,"manual(m5)",4,"AUDI",27,40,"(FFS) ",FALSE,FALSE,FALSE,87,12,86,12,NA,NA
1984,3,"4000 S QUATTRO",136,"manual(m5)",5,"AUDI",20,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,86,12,NA,NA
1984,3,"3-SERIES",108,"auto(3)",4,"BMW",27,34,"(FFS) ",FALSE,FALSE,FALSE,81,13,NA,NA,NA,NA
1984,3,"3-SERIES",108,"manual(m5)",4,"BMW",27,38,"(FFS) ",FALSE,FALSE,FALSE,81,13,NA,NA,NA,NA
1984,3,"3-SERIES",164,"auto(4)",6,"BMW",22,35,"(FFS) ",FALSE,FALSE,FALSE,81,13,NA,NA,NA,NA
1984,3,"3-SERIES",164,"manual(m5)",6,"BMW",23,36,"(FFS) ",FALSE,FALSE,FALSE,81,13,NA,NA,NA,NA
1984,3,"6-SERIES",196,"auto(4)",6,"BMW",19,31,"(FFS) ",FALSE,FALSE,FALSE,84,12,NA,NA,NA,NA
1984,3,"CAMARO",151,"auto(4)",4,"CHEVROLET",24,38,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",151,"manual(m4)",4,"CHEVROLET",24,36,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",151,"manual(m5)",4,"CHEVROLET",23,40,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",173,"auto(4)",6,"CHEVROLET",20,34,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",173,"manual(m5)",6,"CHEVROLET",20,31,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",305,"auto(4)",8,"CHEVROLET",18,29,"(GM-CHEV) (FFS)",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAMARO",305,"manual(m5)",8,"CHEVROLET",16,28,"(GM-CHEV) (FFS)",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12
1984,3,"CAVALIER CONVERTIBLE",121,"auto(3)",4,"CHEVROLET",23,36,"(FFS) ",FALSE,FALSE,FALSE,76,11,NA,NA,NA,NA
1984,3,"CAVALIER CONVERTIBLE",121,"manual(m4)",4,"CHEVROLET",28,41,"(FFS) ",FALSE,FALSE,FALSE,76,11,NA,NA,NA,NA
1984,3,"CAVALIER CONVERTIBLE",121,"manual(m5)",4,"CHEVROLET",27,43,"(FFS) ",FALSE,FALSE,FALSE,76,11,NA,NA,NA,NA
1984,3,"CHEVETTE",98,"auto(3)",4,"CHEVROLET",30,42,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,9
1984,3,"CHEVETTE",98,"manual(m4)",4,"CHEVROLET",31,44,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,9
1984,3,"CHEVETTE",98,"manual(m5)",4,"CHEVROLET",31,46,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,9
1984,3,"CHEVETTE",111,"auto(3)",4,"CHEVROLET",37,46,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,9
1984,3,"CHEVETTE",111,"manual(m5)",4,"CHEVROLET",43,60,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,9
1984,3,"LASER/DAYTONA",135,"auto(3)",4,"CHRYSLER",25,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"LASER/DAYTONA",135,"auto(3)",4,"CHRYSLER",22,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"LASER/DAYTONA",135,"manual(m5)",4,"CHRYSLER",24,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"LASER/DAYTONA",135,"manual(m5)",4,"CHRYSLER",22,35,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"LEBARON CONVERTIBLE",135,"auto(3)",4,"CHRYSLER",24,33,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"LEBARON CONVERTIBLE",135,"auto(3)",4,"CHRYSLER",25,35,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"LEBARON CONVERTIBLE",135,"auto(3)",4,"CHRYSLER",22,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"LEBARON CONVERTIBLE",156,"auto(3)",4,"CHRYSLER",23,31,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"MAXIMA",146,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",23,34,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,82,10,NA,NA
1984,3,"MAXIMA",146,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",23,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,82,10,NA,NA
1984,3,"PULSAR/PULSAR-NX",98,"auto(3)",4,"NISSAN MOTOR COMPANY, LTD.",30,39,"(FFS) ",FALSE,FALSE,FALSE,79,10,NA,NA,84,13
1984,3,"PULSAR/PULSAR-NX",98,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",35,49,"(FFS) ",FALSE,FALSE,FALSE,79,10,NA,NA,84,13
1984,3,"SENTRA",98,"auto(3)",4,"NISSAN MOTOR COMPANY, LTD.",30,39,"(FFS) ",FALSE,FALSE,FALSE,84,11,84,11,82,16
1984,3,"SENTRA",98,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",35,49,"(FFS) ",FALSE,FALSE,FALSE,84,11,84,11,82,16
1984,3,"SENTRA",103,"auto(3)",4,"NISSAN MOTOR COMPANY, LTD.",38,44,"(DIESEL) ",FALSE,FALSE,FALSE,84,11,84,11,82,16
1984,3,"SENTRA",103,"manual(m4)",4,"NISSAN MOTOR COMPANY, LTD.",50,66,"(DIESEL) ",FALSE,FALSE,FALSE,84,11,84,11,82,16
1984,3,"SENTRA",103,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",43,59,"(DIESEL) ",FALSE,FALSE,FALSE,84,11,84,11,82,16
1984,3,"200SX",110,"auto(4)",4,"NISSAN MOTOR COMPANY, LTD.",24,34,"(FFS,TRBO) ",TRUE,FALSE,FALSE,78,9,NA,NA,76,17
1984,3,"200SX",110,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",25,37,"(FFS,TRBO) ",TRUE,FALSE,FALSE,78,9,NA,NA,76,17
1984,3,"200SX",120,"auto(4)",4,"NISSAN MOTOR COMPANY, LTD.",27,41,"(FFS) ",FALSE,FALSE,FALSE,78,9,NA,NA,76,17
1984,3,"200SX",120,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",28,40,"(FFS) ",FALSE,FALSE,FALSE,78,9,NA,NA,76,17
1984,3,"300ZX 2+2",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",19,28,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,73,15
1984,3,"300ZX 2+2",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",19,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,73,15
1984,3,"300ZX 2+2",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",20,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,73,15
1984,3,"300ZX 2+2",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",21,33,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,73,15
1984,3,"CHARGER",97,"manual(m4)",4,"DODGE",34,49,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,19
1984,3,"CHARGER",135,"auto(3)",4,"DODGE",26,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,19
1984,3,"CHARGER",135,"manual(m5)",4,"DODGE",27,41,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,19
1984,3,"COLT",86,"manual(m4)",4,"DODGE",41,53,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",86,"manual(m4X2)",4,"DODGE",37,48,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",98,"auto(3)",4,"DODGE",31,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",98,"manual(m4X2)",4,"DODGE",30,39,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"CONQUEST",156,"auto(4)",4,"DODGE",21,32,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"CONQUEST",156,"auto(4)",4,"DODGE",21,32,"(CALIF) (FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"CONQUEST",156,"manual(m5)",4,"DODGE",21,31,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"CONQUEST",156,"manual(m5)",4,"DODGE",21,31,"(CALIF) (FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"DAYTONA",135,"auto(3)",4,"DODGE",25,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"DAYTONA",135,"auto(3)",4,"DODGE",22,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"DAYTONA",135,"manual(m5)",4,"DODGE",24,43,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"DAYTONA",135,"manual(m5)",4,"DODGE",22,35,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,83,17
1984,3,"600 CONVERTIBLE",135,"auto(3)",4,"DODGE",24,33,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"600 CONVERTIBLE",135,"auto(3)",4,"DODGE",25,35,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"600 CONVERTIBLE",135,"auto(3)",4,"DODGE",22,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"600 CONVERTIBLE",156,"auto(3)",4,"DODGE",23,31,"(FFS) ",FALSE,FALSE,FALSE,80,10,NA,NA,NA,NA
1984,3,"LASER",91,"auto(3)",4,"FORD MOTOR COMPANY",31,39,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,14,86,15
1984,3,"LASER",91,"manual(m4)",4,"FORD MOTOR COMPANY",34,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,14,86,15
1984,3,"MUSTANG",140,"auto(3)",4,"FORD MOTOR COMPANY",23,31,"(FFS) ",FALSE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"MUSTANG",140,"manual(m4)",4,"FORD MOTOR COMPANY",24,37,"(FFS) ",FALSE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"MUSTANG",140,"manual(m5)",4,"FORD MOTOR COMPANY",21,33,"(FFS,TRBO) ",TRUE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"MUSTANG",231,"auto(3)",6,"FORD MOTOR COMPANY",21,28,"(FFS) ",FALSE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"MUSTANG",302,"manual(m5)",8,"FORD MOTOR COMPANY",16,29," ",FALSE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"MUSTANG",302,"auto(4)",8,"FORD MOTOR COMPANY",18,30,"(FFS) ",FALSE,FALSE,FALSE,84,8,NA,NA,84,12
1984,3,"ACCORD",112,"auto(4)",4,"HONDA",29,41,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,12,81,15
1984,3,"ACCORD",112,"manual(m5)",4,"HONDA",32,45,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,12,81,15
1984,3,"CIVIC",82,"manual(m4)",4,"HONDA",42,55," ",FALSE,FALSE,FALSE,NA,NA,84,12,70,15
1984,3,"CIVIC",91,"auto(3)",4,"HONDA",30,37,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,12,70,15
1984,3,"CIVIC",91,"manual(m5)",4,"HONDA",35,45,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,12,70,15
1984,3,"PRELUDE",112,"auto(4)",4,"HONDA",26,38,"(FFS) ",FALSE,FALSE,FALSE,77,9,NA,NA,NA,NA
1984,3,"PRELUDE",112,"manual(m5)",4,"HONDA",27,40,"(FFS) ",FALSE,FALSE,FALSE,77,9,NA,NA,NA,NA
1984,3,"I-MARK",111,"auto(3)",4,"ISUZU",26,32,"(FFS) ",FALSE,FALSE,FALSE,76,10,79,10,NA,NA
1984,3,"I-MARK",111,"manual(m5)",4,"ISUZU",27,37,"(FFS) ",FALSE,FALSE,FALSE,76,10,79,10,NA,NA
1984,3,"I-MARK",111,"auto(3)",4,"ISUZU",34,39,"(DIESEL) ",FALSE,FALSE,FALSE,76,10,79,10,NA,NA
1984,3,"I-MARK",111,"manual(m4)",4,"ISUZU",44,54,"(DIESEL) ",FALSE,FALSE,FALSE,76,10,79,10,NA,NA
1984,3,"I-MARK",111,"manual(m5)",4,"ISUZU",39,50,"(DIESEL) ",FALSE,FALSE,FALSE,76,10,79,10,NA,NA
1984,3,"ISUZU IMPULSE",119,"auto(4)",4,"ISUZU",24,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,13
1984,3,"ISUZU IMPULSE",119,"manual(m5)",4,"ISUZU",24,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,13
1984,3,"JAGUAR XJ-S",326,"auto(3)",12,"JAGUAR CARS INC.",14,22,"(GUZZLER) (FFS)",FALSE,TRUE,FALSE,73,12,NA,NA,NA,NA
1984,3,"XJ",258,"auto(3)",6,"JAGUAR CARS INC.",17,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,88,10,NA,NA
1984,3,"CAPRI",140,"auto(3)",4,"LINCOLN-MERCURY",23,31,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"CAPRI",140,"manual(m4)",4,"LINCOLN-MERCURY",24,37,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"CAPRI",140,"manual(m5)",4,"LINCOLN-MERCURY",21,33,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"CAPRI",231,"auto(3)",6,"LINCOLN-MERCURY",22,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"CAPRI",302,"manual(m5)",8,"LINCOLN-MERCURY",16,29," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"CAPRI",302,"auto(4)",8,"LINCOLN-MERCURY",18,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,15
1984,3,"GLC",91,"auto(3)",4,"MAZDA",31,39,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,14,86,15
1984,3,"GLC",91,"manual(m4)",4,"MAZDA",34,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,14,86,15
1984,3,"GLC",91,"manual(m5)",4,"MAZDA",35,49,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,85,14,86,15
1984,3,"190 D 2.2/190 E 2.3",134,"auto(4)",4,"MERCEDES-BENZ",35,44,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"190 D 2.2/190 E 2.3",134,"auto(4)",4,"MERCEDES-BENZ",34,42,"(DIESEL) (CALIF)",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"190 D 2.2/190 E 2.3",134,"manual(m5)",4,"MERCEDES-BENZ",34,50,"(DIESEL) (CALIF)",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"190 D 2.2/190 E 2.3",134,"manual(m5)",4,"MERCEDES-BENZ",35,51,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"190 D 2.2/190 E 2.3",140,"auto(4)",4,"MERCEDES-BENZ",23,31,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"190 D 2.2/190 E 2.3",140,"manual(m5)",4,"MERCEDES-BENZ",23,37,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,12,NA,NA
1984,3,"CORDIA",110,"manual(m5)",4,"MITSUBISHI",25,38,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,78,14
1984,3,"CORDIA",122,"auto(3)",4,"MITSUBISHI",28,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,14
1984,3,"CORDIA",122,"manual(m5)",4,"MITSUBISHI",29,42,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,78,14
1984,3,"PRECIS",86,"manual(m4)",4,"MITSUBISHI",41,53,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"PRECIS",86,"manual(m4X2)",4,"MITSUBISHI",37,48,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"PRECIS",98,"auto(3)",4,"MITSUBISHI",31,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"PRECIS",98,"manual(m4X2)",4,"MITSUBISHI",30,39,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"STARION",156,"auto(4)",4,"MITSUBISHI",21,32,"(CALIF) (FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"STARION",156,"auto(4)",4,"MITSUBISHI",21,32,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"STARION",156,"manual(m5)",4,"MITSUBISHI",21,31,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"STARION",156,"manual(m5)",4,"MITSUBISHI",21,31,"(CALIF) (FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
1984,3,"TREDIA",110,"manual(m5)",4,"MITSUBISHI",25,38,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,84,11,NA,NA
1984,3,"TREDIA",122,"auto(3)",4,"MITSUBISHI",28,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,11,NA,NA
1984,3,"TREDIA",122,"manual(m4X2)",4,"MITSUBISHI",29,38,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,11,NA,NA
1984,3,"TREDIA",122,"manual(m5)",4,"MITSUBISHI",29,43,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,84,11,NA,NA
1984,3,"COLT",86,"manual(m4)",4,"PLYMOUTH",41,53,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",86,"manual(m4X2)",4,"PLYMOUTH",37,48,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",98,"auto(3)",4,"PLYMOUTH",31,40,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"COLT",98,"manual(m4X2)",4,"PLYMOUTH",30,39,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,77,11
1984,3,"CONQUEST",156,"auto(4)",4,"PLYMOUTH",21,32,"(CALIF) (FFS,TRBO)",TRUE,FALSE,FALSE,NA,NA,NA,NA,76,10
